fuel_type,body_type,kilometers_driven,transmission,owner_no,manufacturer,model,model_year,central_variant_id,variant_name,price,registration_year,insurance,rto,top_eatures,comfort_features,interior_features,exterior_features,safety_features,entertainment_features,engine,max_power,torque,wheel_size,seats,color,engine_type,no_of_cylinders,values_per_cylinder,fuel_suppy_system,turbo_charger,length,width,height,wheel_base,kerb_weight,gear_box,drive_type,steering_type,front_brake_type,rear_brake_type,tyre_type,alloy_wheel_size,no_of_doors,cargo_volumn,city
petrol,hatchback,50750.0,manual,1,maruti,baleno,2017,3970,1.2 alpha,6.71,2017.0,third party,ts07,power steering power windows front air conditioner heater adjustable head lights fog lights front anti lock braking system centeral locking radio,power steering power windows front power windows rear remote trunk opener remote fuel lid opener low fuel warning light accessory power outlet trunk light vanity mirror rear seat headrest cup holders front multifunction steering wheel navigation system engine start stop button voice control,air conditioner heater adjustable steering digital odometer tachometer electronic multi tripmeter fabric upholstery leather steering wheel glove compartment digital clock outside temperature display height adjustable driver seat,adjustable head lights fog lights front power adjustable exterior rear view mirror electric folding rear view mirror rear window wiper rear window washer rear window defogger alloy wheels integrated antenna tinted glass rear spoiler outside rear view mirror turn indicators chrome grille,anti lock braking system centeral locking power door locks child safety locks anti theft alarm driver air bag passenger air bag day night rear view mirror passenger side rear view mirror halogen headlamps rear seat belts seat belt warning door ajar warning side impact beams front impact beams adjustable seats keyless entry centrally mounted fuel tank engine immobilizer engine check warning crash sensor automatic head lamps ebd follow me home headlamps rear camera anti theft device isofix child seat mounts pretensioners and force limiter seatbelts,radio audio system remote control speakers front speakers rear integrated2din audio usb auxiliary input bluetooth touch screen number of speaker,1197.0,83.1,115.0,16.0,5.0,red,vvt petrol engine,4.0,4.0,mpfi,no,3995.0,1745.0,1510.0,2520.0,890.0,5.0,fwd,power,disc,drum,tubeless radial,16.0,5.0,339.0,hyderabad
petrol,suv,10000.0,automatic,1,mahindra,thar,2022,8074,lx 4-str hard top at bsvi,19.0,2022.0,third party,unknown,power steering power windows front air conditioner heater adjustable head lights fog lights front anti lock braking system brake assist radio,power steering power windows front low fuel warning light accessory power outlet rear seat headrest seat lumbar support multifunction steering wheel cruise control navigation system voice control lane change indicator adjustable headrest,air conditioner heater adjustable steering digital odometer tachometer electronic multi tripmeter fabric upholstery glove compartment digital clock height adjustable driver seat,adjustable head lights fog lights front power adjustable exterior rear view mirror rear window defogger alloy wheels integrated antenna ledtaillights,anti lock braking system brake assist centeral locking power door locks anti theft alarm driver air bag passenger air bag day night rear view mirror passenger side rear view mirror rear seat belts seat belt warning adjustable seats keyless entry engine immobilizer engine check warning tyre pressure monitor crash sensor ebd follow me home headlamps speed sensing auto door lock isofix child seat mounts speed alert no of airbags eletronic stability control,radio speakers front speakers rear integrated2din audio usb auxiliary input bluetooth touch screen number of speaker touch screen size,1997.0,150.0,320.0,18.0,4.0,others,mstallion 150 tgdi engine,4.0,4.0,unknown,yes,3985.0,1855.0,1844.0,2450.0,1825.0,6.0,4wd,power,disc,drum,tubeless radial,18.0,3.0,362.11927013796173,hyderabad
petrol,suv,10000.0,manual,1,kia,sonet,2021,8008,htx plus turbo imt bsvi,11.78,2021.0,third party,ts09,power steering power windows front air conditioner heater adjustable head lights fog lights front anti lock braking system brake assist radio,power steering power windows front power windows rear air quality control low fuel warning light accessory power outlet rear reading lamp rear seat headrest rear seat centre arm rest cup holders rear multifunction steering wheel cruise control rear acvents navigation system smart access card entry engine start stop button voice control gear shift indicator battery saver adjustable headrest,air conditioner heater adjustable steering digital odometer electronic multi tripmeter leather seats fabric upholstery leather steering wheel glove compartment digital clock height adjustable driver seat ventilated seats leather wrap gear shift selector,adjustable head lights fog lights front power adjustable exterior rear view mirror rear window wiper rear window washer rear window defogger alloy wheels integrated antenna tinted glass rear spoiler sun roof moon roof outside rear view mirror turn indicators chrome grille roof rail leddrls ledheadlights ledtaillights,anti lock braking system brake assist centeral locking power door locks child safety locks driver air bag passenger air bag side air bag front day night rear view mirror passenger side rear view mirror rear seat belts seat belt warning vehicle stability control system adjustable seats keyless entry engine check warning tyre pressure monitor crash sensor automatic head lamps ebd follow me home headlamps rear camera anti pinch power windows speed sensing auto door lock pretensioners and force limiter seatbelts hill assist impact sensing auto door lock no of airbags eletronic stability control,radio speakers front speakers rear integrated2din audio bluetooth touch screen number of speaker touch screen size apple car play android auto,998.0,118.36,172.0,16.0,5.0,white,smartstream g1.0 t - gdi,3.0,4.0,gdi,yes,3995.0,1790.0,1642.0,2500.0,1232.0,6.0,fwd,electric,disc,drum,tubeless radial,16.0,5.0,392.0,hyderabad
petrol,hatchback,66366.0,automatic,1,maruti,celerio,2017,6054,zxi optional amt bsiv,4.89,2017.0,zero dep,ts07,power steering power windows front air conditioner heater adjustable head lights power adjustable exterior rear view mirror anti lock braking system centeral locking cd player,power steering power windows front power windows rear remote trunk opener remote fuel lid opener low fuel warning light accessory power outlet vanity mirror rear seat headrest cup holders front multifunction steering wheel gear shift indicator,air conditioner heater adjustable steering digital odometer tachometer electronic multi tripmeter fabric upholstery glove compartment digital clock outside temperature display,adjustable head lights power adjustable exterior rear view mirror rear window wiper rear window washer rear window defogger wheel covers power antenna outside rear view mirror turn indicators chrome grille halogen headlamps,anti lock braking system centeral locking power door locks child safety locks driver air bag passenger air bag passenger side rear view mirror halogen headlamps rear seat belts seat belt warning door ajar warning side impact beams front impact beams adjustable seats keyless entry centrally mounted fuel tank engine immobilizer engine check warning crash sensor anti theft device pretensioners and force limiter seatbelts no of airbags,cd player radio speakers front speakers rear integrated2din audio usb auxiliary input bluetooth number of speaker,998.0,67.04,90.0,15.751987883377508,5.0,white,k10b engine,3.0,4.0,mpfi,no,3695.0,1600.0,1560.0,2425.0,850.0,5.0,fwd,power,ventilated disc,drum,tubeless radial,15.751987883377508,5.0,235.0,hyderabad
petrol,sedan,5000.0,automatic,1,hyundai,verna,2022,7733,sx opt turbo,15.41,2022.0,third party,unknown,power steering power windows front air conditioner heater adjustable head lights fog lights front anti lock braking system centeral locking radio,power steering power windows front power windows rear remote trunk opener low fuel warning light accessory power outlet trunk light vanity mirror rear seat headrest rear seat centre arm rest height adjustable front seat belts cup holders rear seat lumbar support multifunction steering wheel cruise control rear acvents engine start stop button glove box cooling voice control steering wheel gearshift paddles steering mounted tripmeter tailgate ajar luggage hook and net battery saver lane change indicator adjustable headrest power boot hands free tailgate,air conditioner heater adjustable steering tachometer electronic multi tripmeter leather seats leather steering wheel glove compartment digital clock height adjustable driver seat ventilated seats leather wrap gear shift selector,adjustable head lights fog lights front power adjustable exterior rear view mirror electric folding rear view mirror rear window defogger alloy wheels integrated antenna sun roof moon roof outside rear view mirror turn indicators chrome garnish leddrls ledheadlights ledtaillights cornering headlamps,anti lock braking system centeral locking power door locks child safety locks driver air bag passenger air bag side air bag front day night rear view mirror passenger side rear view mirror seat belt warning door ajar warning vehicle stability control system adjustable seats keyless entry engine immobilizer engine check warning tyre pressure monitor crash sensor automatic head lamps ebd rear camera speed sensing auto door lock isofix child seat mounts pretensioners and force limiter seatbelts hill assist impact sensing auto door lock speed alert no of airbags eletronic stability control,radio speakers front speakers rear integrated2din audio bluetooth touch screen number of speaker apple car play android auto wireless phone charging,998.0,118.41,172.0,16.0,5.0,black,1.0 l kappa turbo gdi petrol,3.0,4.0,gdi,yes,4440.0,1729.0,1475.0,2600.0,1260.0,7.0,unknown,electric,disc,disc,tubeless radial,16.0,4.0,362.11927013796173,hyderabad
petrol,hatchback,72544.0,manual,1,maruti,celerio,2017,3983,zxi optional,4.65,2017.0,third party,ts07,power steering power windows front air conditioner heater adjustable head lights fog lights front anti lock braking system centeral locking cd player,power steering power windows front power windows rear remote trunk opener remote fuel lid opener low fuel warning light accessory power outlet vanity mirror rear seat headrest cup holders front multifunction steering wheel,air conditioner heater adjustable steering digital odometer tachometer electronic multi tripmeter fabric upholstery glove compartment digital clock height adjustable driver seat,adjustable head lights fog lights front power adjustable exterior rear view mirror rear window wiper rear window washer rear window defogger alloy wheels power antenna outside rear view mirror turn indicators chrome grille,anti lock braking system centeral locking power door locks child safety locks anti theft alarm driver air bag passenger air bag day night rear view mirror passenger side rear view mirror halogen headlamps rear seat belts seat belt warning door ajar warning side impact beams front impact beams adjustable seats keyless entry centrally mounted fuel tank engine immobilizer crash sensor anti theft device,cd player radio speakers front speakers rear integrated2din audio usb auxiliary input bluetooth,998.0,67.04,90.0,14.0,5.0,white,k10b engine,3.0,4.0,mpfi,no,3715.0,1635.0,1565.0,2425.0,850.0,5.0,fwd,power,ventilated disc,drum,tubeless radial,14.0,5.0,235.0,hyderabad
petrol,hatchback,29154.0,manual,1,ford,figo,2021,7594,titanium,7.28,2021.0,third party,ts09,power steering power windows front air conditioner heater adjustable head lights fog lights rear anti lock braking system centeral locking radio,power steering power windows front power windows rear remote trunk opener low fuel warning light accessory power outlet trunk light vanity mirror rear seat headrest height adjustable front seat belts cup holders front seat lumbar support multifunction steering wheel smart access card entry engine start stop button gear shift indicator adjustable headrest power boot hands free tailgate,air conditioner heater adjustable steering digital odometer tachometer electronic multi tripmeter fabric upholstery glove compartment height adjustable driver seat,adjustable head lights fog lights rear power adjustable exterior rear view mirror alloy wheels power antenna chrome grille halogen headlamps,anti lock braking system centeral locking power door locks anti theft alarm driver air bag passenger air bag day night rear view mirror passenger side rear view mirror halogen headlamps rear seat belts seat belt warning door ajar warning side impact beams front impact beams adjustable seats keyless entry engine immobilizer engine check warning crash sensor ebd anti theft device speed sensing auto door lock speed alert no of airbags,radio speakers front speakers rear integrated2din audio usb auxiliary input bluetooth number of speaker,1194.0,94.93,119.0,15.0,5.0,maroon,ti-vct petrol engine,3.0,4.0,direct injection,no,3941.0,1704.0,1525.0,2490.0,1016.0,5.0,fwd,electric,ventilated disc,drum,tubeless,15.0,5.0,362.11927013796173,hyderabad
petrol,hatchback,70000.0,automatic,1,tata,tiago,2018,5653,1.2 revotron xza,5.3,2018.0,third party,ts08,power steering power windows front air conditioner heater adjustable head lights fog lights front anti lock braking system centeral locking cd player,power steering power windows front power windows rear remote trunk opener remote fuel lid opener low fuel warning light accessory power outlet trunk light vanity mirror rear seat headrest cup holders front multifunction steering wheel navigation system glove box cooling tailgate ajar gear shift indicator lane change indicator,air conditioner heater adjustable steering digital odometer tachometer electronic multi tripmeter fabric upholstery glove compartment digital clock driving experience control eco height adjustable driver seat,adjustable head lights fog lights front power adjustable exterior rear view mirror rear window wiper rear window washer rear window defogger wheel covers power antenna tinted glass rear spoiler outside rear view mirror turn indicators chrome grille chrome garnish,anti lock braking system centeral locking power door locks child safety locks driver air bag passenger air bag passenger side rear view mirror halogen headlamps rear seat belts seat belt warning door ajar warning side impact beams front impact beams vehicle stability control system adjustable seats centrally mounted fuel tank engine immobilizer engine check warning crash sensor ebd follow me home headlamps anti theft device speed sensing auto door lock pretensioners and force limiter seatbelts,cd player radio speakers front speakers rear integrated2din audio usb auxiliary input bluetooth number of speaker,1199.0,83.83,114.0,14.0,5.0,orange,revotron engine,3.0,4.0,mpfi,no,3746.0,1647.0,1535.0,2400.0,1012.0,5.0,fwd,power,disc,drum,tubeless,14.0,5.0,242.0,hyderabad
petrol,hatchback,33730.0,manual,1,datsun,redigo,2021,7846,1.0 t option,4.66,2022.0,third party,ts32,power steering power windows front air conditioner heater adjustable head lights fog lights front anti lock braking system centeral locking radio,power steering power windows front low fuel warning light accessory power outlet rear seat headrest voice control gear shift indicator,air conditioner heater digital odometer tachometer electronic multi tripmeter fabric upholstery glove compartment digital clock dual tone dashboard,adjustable head lights fog lights front manually adjustable exterior rear view mirror wheel covers power antenna chrome grille leddrls ledfog lamps halogen headlamps,anti lock braking system centeral locking power door locks child safety locks driver air bag passenger air bag passenger side rear view mirror halogen headlamps rear seat belts seat belt warning side impact beams front impact beams adjustable seats keyless entry engine immobilizer crash sensor ebd rear camera pretensioners and force limiter seatbelts speed alert no of airbags,radio speakers front integrated2din audio usb auxiliary input bluetooth touch screen number of speaker apple car play android auto,999.0,67.05,91.0,15.751987883377508,5.0,blue,1.0 l petrol engine,3.0,4.0,mpfi,no,3435.0,1574.0,1546.0,2348.0,750.0,5.0,fwd,power,disc,drum,tubeless,15.751987883377508,5.0,222.0,hyderabad
petrol,hatchback,51113.0,manual,1,renault,kwid,2020,7191,climber 1.0 mt opt bsiv,4.57,2020.0,comprehensive,ts07,power steering power windows front air conditioner heater adjustable head lights manually adjustable exterior rear view mirror anti lock braking system centeral locking radio,power steering power windows front power windows rear low fuel warning light accessory power outlet rear seat headrest rear seat centre arm rest cup holders front seat lumbar support navigation system voice control gear shift indicator,air conditioner heater digital odometer tachometer electronic multi tripmeter fabric upholstery leather steering wheel glove compartment digital clock leather wrap gear shift selector,adjustable head lights manually adjustable exterior rear view mirror wheel covers power antenna rear spoiler roof rail halogen headlamps,anti lock braking system centeral locking power door locks child safety locks driver air bag passenger air bag passenger side rear view mirror halogen headlamps rear seat belts seat belt warning side impact beams front impact beams adjustable seats keyless entry centrally mounted fuel tank engine immobilizer engine check warning crash sensor ebd rear camera anti theft device no of airbags,radio speakers front usb auxiliary input bluetooth touch screen number of speaker apple car play android auto,999.0,67.0,91.0,15.751987883377508,5.0,blue,petrol engine,3.0,4.0,mpfi,no,3731.0,1579.0,1474.0,2422.0,765.0,5.0,fwd,power,disc,drum,tubeless radial,15.751987883377508,5.0,279.0,hyderabad
diesel,hatchback,40000.0,manual,2,volkswagen,polo,2013,1953,diesel comfortline 1.2l,3.5,2013.0,third party,ap10,power steering power windows front air conditioner heater adjustable head lights fog lights front anti lock braking system centeral locking cd player,power steering power windows front power windows rear remote trunk opener low fuel warning light accessory power outlet vanity mirror rear seat headrest cup holders front,air conditioner heater adjustable steering digital odometer tachometer electronic multi tripmeter fabric upholstery glove compartment digital clock outside temperature display height adjustable driver seat,adjustable head lights fog lights front fog lights rear power adjustable exterior rear view mirror rear window wiper rear window washer rear window defogger wheel covers power antenna tinted glass rear spoiler chrome grille,anti lock braking system centeral locking driver air bag passenger air bag day night rear view mirror passenger side rear view mirror halogen headlamps rear seat belts side impact beams front impact beams adjustable seats centrally mounted fuel tank engine immobilizer crash sensor,cd player radio speakers front speakers rear integrated2din audio usb auxiliary input,1199.0,73.9,180.0,15.0,5.0,others,in-line diesel engine,3.0,4.0,crdi,no,3970.0,1682.0,1453.0,2456.0,1125.0,5.0,fwd,power,disc,drum,tubeless radial,15.0,5.0,362.11927013796173,hyderabad
petrol,hatchback,40000.0,manual,1,maruti,wagon r,2009,4339,lxi minor,2.9,2009.0,third party,ap10,power steering power windows front air conditioner heater adjustable head lights manually adjustable exterior rear view mirror centeral locking child safety locks,power steering power windows front low fuel warning light rear seat headrest cup holders front,air conditioner heater electronic multi tripmeter fabric upholstery glove compartment,adjustable head lights manually adjustable exterior rear view mirror integrated antenna tinted glass,centeral locking child safety locks day night rear view mirror passenger side rear view mirror rear seat belts seat belt warning side impact beams adjustable seats centrally mounted fuel tank engine immobilizer,,1061.0,67.0,84.0,13.0,5.0,others,fc petrol engine,3.0,4.0,mpfi,no,3595.0,1475.0,1700.0,2400.0,870.0,5.0,fwd,power,ventilated disc,drum,tubeless radial,13.0,4.0,362.11927013796173,hyderabad
diesel,suv,60000.0,automatic,1,bmw,x1,2020,338,sdrive 20d xline,38.0,2020.0,third party,ts08,power steering power windows front air conditioner heater adjustable head lights fog lights front anti lock braking system brake assist radio,power steering power windows front power windows rear air quality control remote trunk opener remote fuel lid opener low fuel warning light accessory power outlet trunk light vanity mirror rear reading lamp rear seat headrest rear seat centre arm rest height adjustable front seat belts cup holders front cup holders rear seat lumbar support multifunction steering wheel cruise control rear acvents navigation system engine start stop button glove box cooling voice control steering wheel gearshift paddles tailgate ajar luggage hook and net lane change indicator drive modes,air conditioner heater adjustable steering digital odometer tachometer electronic multi tripmeter fabric upholstery leather steering wheel glove compartment digital clock outside temperature display cigarette lighter driving experience control eco height adjustable driver seat dual tone dashboard,adjustable head lights fog lights front fog lights rear power adjustable exterior rear view mirror electric folding rear view mirror rain sensing wiper rear window wiper rear window defogger alloy wheels integrated antenna rear spoiler sun roof outside rear view mirror turn indicators chrome grille chrome garnish automatic driving lights roof rail,anti lock braking system brake assist centeral locking power door locks child safety locks anti theft alarm driver air bag passenger air bag side air bag front day night rear view mirror passenger side rear view mirror xenon headlamps rear seat belts seat belt warning door ajar warning side impact beams front impact beams vehicle stability control system traction control adjustable seats keyless entry centrally mounted fuel tank engine immobilizer engine check warning tyre pressure monitor crash sensor automatic head lamps ebd rear camera anti theft device speed sensing auto door lock isofix child seat mounts pretensioners and force limiter seatbelts hill assist impact sensing auto door lock no of airbags,radio speakers front speakers rear integrated2din audio usb auxiliary input bluetooth touch screen internal storage number of speaker,1995.0,188.0,400.0,17.0,5.0,others,diesel engine,4.0,4.0,crdi,yes,4439.0,1821.0,1612.0,2670.0,1550.0,8.0,fwd,power,disc,disc,run-flat,17.0,5.0,505.0,hyderabad
petrol,hatchback,64500.0,manual,1,maruti,wagon r,2014,6740,vxi,3.75,2015.0,comprehensive,ts15,power steering power windows front air conditioner heater adjustable head lights power adjustable exterior rear view mirror anti lock braking system centeral locking radio,power steering power windows front power windows rear low fuel warning light accessory power outlet vanity mirror rear seat headrest cup holders front gear shift indicator,air conditioner heater adjustable steering digital odometer electronic multi tripmeter fabric upholstery glove compartment digital clock dual tone dashboard,adjustable head lights power adjustable exterior rear view mirror wheel covers power antenna halogen headlamps,anti lock braking system centeral locking power door locks child safety locks anti theft alarm driver air bag day night rear view mirror passenger side rear view mirror halogen headlamps rear seat belts seat belt warning door ajar warning side impact beams front impact beams adjustable seats keyless entry centrally mounted fuel tank engine immobilizer engine check warning crash sensor ebd anti theft device speed sensing auto door lock speed alert no of airbags,radio speakers front integrated2din audio usb auxiliary input bluetooth number of speaker,998.0,67.05,90.0,15.751987883377508,5.0,brown,k10b petrol engine,3.0,4.0,mpfi,no,3655.0,1620.0,1675.0,2435.0,805.0,5.0,fwd,power,disc,drum,tubeless radial,15.751987883377508,5.0,341.0,hyderabad
petrol,hatchback,40000.0,manual,1,maruti,wagon r,2020,6771,vxi opt,6.0,2020.0,third party,ts08,power steering power windows front air conditioner heater adjustable head lights power adjustable exterior rear view mirror anti lock braking system centeral locking radio,power steering power windows front power windows rear low fuel warning light accessory power outlet vanity mirror rear seat headrest cup holders front gear shift indicator,air conditioner heater adjustable steering digital odometer electronic multi tripmeter fabric upholstery glove compartment digital clock dual tone dashboard,adjustable head lights power adjustable exterior rear view mirror wheel covers power antenna halogen headlamps,anti lock braking system centeral locking power door locks child safety locks anti theft alarm driver air bag passenger air bag day night rear view mirror passenger side rear view mirror halogen headlamps rear seat belts seat belt warning door ajar warning side impact beams front impact beams adjustable seats keyless entry centrally mounted fuel tank engine immobilizer engine check warning crash sensor ebd anti theft device speed sensing auto door lock pretensioners and force limiter seatbelts speed alert no of airbags,radio speakers front integrated2din audio usb auxiliary input bluetooth number of speaker,998.0,67.05,90.0,15.751987883377508,5.0,white,k10b petrol engine,3.0,4.0,mpfi,no,3655.0,1620.0,1675.0,2435.0,805.0,5.0,fwd,power,disc,drum,tubeless radial,15.751987883377508,5.0,341.0,hyderabad
diesel,suv,80000.0,manual,1,jeep,compass,2018,5929,2.0 limited,14.0,2018.0,third party,ts07,power steering power windows front air conditioner heater adjustable head lights fog lights front anti lock braking system centeral locking cd player,power steering power windows front power windows rear air quality control low fuel warning light accessory power outlet rear seat headrest rear seat centre arm rest cup holders front cup holders rear multifunction steering wheel rear acvents navigation system engine start stop button,air conditioner heater adjustable steering digital odometer tachometer electronic multi tripmeter leather seats leather steering wheel glove compartment digital clock outside temperature display height adjustable driver seat,adjustable head lights fog lights front fog lights rear power adjustable exterior rear view mirror electric folding rear view mirror rear window wiper rear window washer rear window defogger alloy wheels integrated antenna tinted glass rear spoiler outside rear view mirror turn indicators chrome grille roof rail halogen headlamps,anti lock braking system centeral locking power door locks child safety locks driver air bag passenger air bag passenger side rear view mirror halogen headlamps rear seat belts side impact beams front impact beams vehicle stability control system traction control adjustable seats keyless entry centrally mounted fuel tank engine immobilizer engine check warning crash sensor ebd rear camera anti theft device no of airbags,cd player radio speakers front speakers rear integrated2din audio usb auxiliary input bluetooth touch screen,1956.0,170.0,350.0,17.0,5.0,others,2.0-litre 4-cyl multijet ii engine,4.0,4.0,crdi,yes,4395.0,1818.0,1640.0,2636.0,1562.0,6.0,2wd,power,disc,disc,tubeless radial,17.0,5.0,408.0,hyderabad
diesel,suv,50000.0,manual,1,jeep,compass,2019,6602,2.0 limited plus 4x4 bsiv,19.0,2019.0,third party,ts07,power steering power windows front air conditioner heater adjustable head lights fog lights front anti lock braking system centeral locking cd player,power steering power windows front power windows rear air quality control low fuel warning light accessory power outlet rear seat headrest rear seat centre arm rest cup holders front cup holders rear seat lumbar support multifunction steering wheel rear acvents navigation system engine start stop button,air conditioner heater adjustable steering digital odometer tachometer electronic multi tripmeter leather seats leather steering wheel glove compartment digital clock outside temperature display height adjustable driver seat,adjustable head lights fog lights front fog lights rear power adjustable exterior rear view mirror electric folding rear view mirror rain sensing wiper rear window wiper rear window washer rear window defogger alloy wheels integrated antenna tinted glass rear spoiler sun roof moon roof outside rear view mirror turn indicators chrome grille roof rail,anti lock braking system centeral locking power door locks child safety locks driver air bag passenger air bag side air bag front side air bag rear passenger side rear view mirror xenon headlamps rear seat belts side impact beams front impact beams vehicle stability control system traction control adjustable seats keyless entry centrally mounted fuel tank engine immobilizer engine check warning crash sensor automatic head lamps ebd rear camera anti theft device,cd player radio speakers front speakers rear integrated2din audio usb auxiliary input bluetooth touch screen,1956.0,170.63,350.0,18.0,5.0,others,2.0-litre 4-cyl multijet ii engine,4.0,4.0,crdi,yes,4395.0,1818.0,1640.0,2636.0,1641.0,6.0,4wd,power,disc,disc,tubeless radial,18.0,5.0,408.0,hyderabad
petrol,hatchback,40000.0,manual,1,hyundai,i20,2020,8155,sportz turbo imt,7.4,2020.0,third party,ts07,power steering power windows front air conditioner heater adjustable head lights fog lights front anti lock braking system centeral locking radio,power steering power windows front power windows rear remote trunk opener low fuel warning light accessory power outlet vanity mirror rear seat headrest cup holders front seat lumbar support multifunction steering wheel rear acvents glove box cooling voice control tailgate ajar gear shift indicator battery saver lane change indicator find my car location adjustable headrest,air conditioner heater adjustable steering digital odometer tachometer electronic multi tripmeter leather seats glove compartment digital clock height adjustable driver seat,adjustable head lights fog lights front power adjustable exterior rear view mirror electric folding rear view mirror rear window defogger wheel covers integrated antenna outside rear view mirror turn indicators chrome garnish leddrls ledtaillights halogen headlamps,anti lock braking system centeral locking power door locks child safety locks anti theft alarm driver air bag passenger air bag day night rear view mirror passenger side rear view mirror halogen headlamps rear seat belts seat belt warning door ajar warning side impact beams front impact beams adjustable seats keyless entry centrally mounted fuel tank engine immobilizer engine check warning tyre pressure monitor crash sensor automatic head lamps clutch lock ebd rear camera anti theft device speed sensing auto door lock isofix child seat mounts pretensioners and force limiter seatbelts impact sensing auto door lock speed alert no of airbags,radio speakers front speakers rear integrated2din audio usb auxiliary input bluetooth touch screen number of speaker apple car play android auto,998.0,118.36,171.62,15.751987883377508,5.0,others,1.0 l turbo gdi petrol,3.0,4.0,unknown,yes,3995.0,1775.0,1505.0,2580.0,1220.0,6.0,unknown,electric,disc,drum,tubeless radial,15.751987883377508,5.0,311.0,hyderabad
petrol,sedan,39886.0,automatic,2,hyundai,aura,2020,7331,sx plus amt,7.66,2020.0,third party,ts22,power steering power windows front air conditioner heater adjustable head lights power adjustable exterior rear view mirror anti lock braking system centeral locking radio,power steering power windows front power windows rear low fuel warning light accessory power outlet trunk light vanity mirror rear reading lamp rear seat headrest rear seat centre arm rest cup holders rear multifunction steering wheel rear acvents smart access card entry engine start stop button glove box cooling voice control tailgate ajar adjustable headrest,air conditioner heater adjustable steering digital odometer tachometer electronic multi tripmeter fabric upholstery glove compartment digital clock height adjustable driver seat dual tone dashboard,adjustable head lights power adjustable exterior rear view mirror electric folding rear view mirror rear window defogger alloy wheels integrated antenna outside rear view mirror turn indicators chrome garnish leddrls ledtaillights projector headlamps halogen headlamps,anti lock braking system centeral locking power door locks child safety locks driver air bag passenger air bag day night rear view mirror passenger side rear view mirror halogen headlamps seat belt warning door ajar warning adjustable seats keyless entry engine immobilizer engine check warning crash sensor ebd rear camera speed sensing auto door lock isofix child seat mounts pretensioners and force limiter seatbelts impact sensing auto door lock speed alert no of airbags,radio speakers front speakers rear integrated2din audio usb auxiliary input bluetooth touch screen number of speaker apple car play android auto wireless phone charging,1197.0,81.86,113.8,15.0,5.0,white,1.2 l kappa dual petrol,4.0,4.0,unknown,no,3995.0,1680.0,1520.0,2450.0,1110.0,5.0,unknown,electric,disc,drum,tubeless radial,15.0,4.0,362.11927013796173,hyderabad
diesel,suv,107588.0,manual,1,renault,duster,2014,5066,85ps diesel rxl,4.4,2015.0,third party,ts08,power steering power windows front air conditioner heater adjustable head lights fog lights front centeral locking power door locks cd player,power steering power windows front power windows rear air quality control remote trunk opener low fuel warning light accessory power outlet trunk light vanity mirror rear reading lamp rear seat headrest rear seat centre arm rest height adjustable front seat belts cup holders rear multifunction steering wheel,air conditioner heater adjustable steering digital odometer tachometer electronic multi tripmeter fabric upholstery glove compartment digital clock,adjustable head lights fog lights front power adjustable exterior rear view mirror rear window wiper rear window washer rear window defogger integrated antenna,centeral locking power door locks child safety locks passenger side rear view mirror halogen headlamps rear seat belts door ajar warning side impact beams front impact beams adjustable seats keyless entry centrally mounted fuel tank engine immobilizer anti theft device,cd player radio speakers front speakers rear,1461.0,83.8,200.0,16.0,5.0,white,dci diesel engine ,4.0,4.0,crdi,yes,4315.0,1822.0,1695.0,2673.0,1240.0,5.0,fwd,power,ventilated disc,drum,tubeless radial,16.0,5.0,475.0,hyderabad
petrol,hatchback,36621.0,manual,1,hyundai,grand i10,2017,5604,1.2 kappa sportz bsiv,5.19,2018.0,third party,ts13,power steering power windows front air conditioner heater adjustable head lights fog lights front anti lock braking system centeral locking cd player,power steering power windows front power windows rear low fuel warning light accessory power outlet vanity mirror rear seat headrest cup holders front multifunction steering wheel rear acvents navigation system glove box cooling voice control tailgate ajar gear shift indicator battery saver,air conditioner heater adjustable steering digital odometer tachometer electronic multi tripmeter fabric upholstery glove compartment digital clock,adjustable head lights fog lights front power adjustable exterior rear view mirror electric folding rear view mirror rear window defogger wheel covers integrated antenna tinted glass rear spoiler outside rear view mirror turn indicators chrome grille roof rail halogen headlamps,anti lock braking system centeral locking power door locks child safety locks driver air bag passenger air bag day night rear view mirror passenger side rear view mirror halogen headlamps rear seat belts seat belt warning door ajar warning side impact beams front impact beams adjustable seats keyless entry centrally mounted fuel tank engine immobilizer engine check warning crash sensor ebd rear camera anti theft device no of airbags,cd player radio speakers front speakers rear usb auxiliary input bluetooth number of speaker,1197.0,81.86,113.75,15.751987883377508,5.0,red,kappa vtvt petrol engine,4.0,4.0,mpfi,no,3765.0,1660.0,1520.0,2425.0,1120.0,5.0,fwd,power,disc,drum,tubeless,15.751987883377508,5.0,256.0,hyderabad
